Tipo;FZ;NB;HZ;PZ;FR;HR;SALIDA;PR;MN;L;TRN;TR;D;M;MM;Y;Latgrado_ini;Latmin_ini;LTPI;Longrado_ini;Lonmin_ini;LGPI;EOL;DE;DIL;HIL;Latgrado_fin;Longrado_fin;LTPF;Longrado_fin_1;Lonmin_fin;LGPF;Y_coord;X_coord;DTL;HTL;PF;TDF;TEDF;DL;DLT;VA;DV;FNV;ZP;REG;LCC;LCK;CPUELC;LAC;LAK;CPUELA;LCAC;LCAK;FECHA_H;RENDIM_COL;RENDIM_AM;RENDIM_CA;EOL_2;EOL_3;EOL_4;EOL_5;CALADERO
COMERCIAL;45875;LONQUIMAY;0.506944444;SAN ANTONIO;45878;0.0625;TOMƒ;S/M;12;4;ARRASTRE;;8;8;2025;;34;17;34.28333333;72;8;72.13333333;LCOL;SI;45877;0.14375;34;20;34.33333333;72;8;72.13333333;-34.33333333;-72.13333333;45877;0.251388889;178;;11;155;2.583333333;2;;;112;VI;153;2448;;0;0;;0;0;;948;0;0;LCOL;LCOL;LAN;LAN;PICHILEMU
COMERCIAL;45875;LONQUIMAY;0.506944444;SAN ANTONIO;45878;0.0625;TOMƒ;S/M;13;4;ARRASTRE;;8;8;2025;;34;20;34.33333333;72;8;72.13333333;LCOL;SI;45877;0.285416667;34;18;34.3;72;8;72.13333333;-34.3;-72.13333333;45877;0.331944444;180;;11;67;1.116666667;2;;;112;VI;60;960;;0;0;;0;0;;860;0;0;LCOL;LCOL;LAN;LAN;PICHILEMU
COMERCIAL;45878;TIRANA II;0.347222222;TOMƒ;45881;0.291666667;TOMƒ;11;1;4;ARRASTRE;;10;8;2025;;34;22;34.36666667;72;8;72.13333333;LCOL;SI;45879;0.084722222;34;17;34.28333333;72;6;72.1;-34.28333333;-72.1;45879;0.1875;182;FANGO;11.2;148;2.466666667;2;CALMA;;112;VI;149.375;2390;;0;0;;0;0;;969;0;0;LCOL;LCOL;LAN;LAN;PICHILEMU
COMERCIAL;45878;TIRANA II;0.347222222;TOMƒ;45881;0.291666667;TOMƒ;11;2;4;ARRASTRE;;10;8;2025;;34;17;34.28333333;72;8;72.13333333;LCOL;SI;45879;0.222222222;34;22;34.36666667;72;8;72.13333333;-34.36666667;-72.13333333;45879;0.329861111;180;;;155;2.583333333;2;CALMA;;112;VI;103.125;1650;;0;0;;0;0;;639;0;0;LCOL;LCOL;LAN;LAN;PICHILEMU
COMERCIAL;45878;TIRANA II;0.347222222;TOMƒ;45881;0.291666667;TOMƒ;11;3;4;ARRASTRE;;10;8;2025;;34;22;34.36666667;72;8;72.13333333;LCOL;SI;45879;0.375;34;18;34.3;72;7;72.11666667;-34.3;-72.11666667;45879;0.458333333;187;;;120;2;2;S;1;112;VI;126.875;2030;;0;0;;0;0;;1015;0;0;LCOL;LCOL;LAN;LAN;PICHILEMU
COMERCIAL;45878;TIRANA II;0.347222222;TOMƒ;45881;0.291666667;TOMƒ;11;4;4;ARRASTRE;;10;8;2025;;34;17;34.28333333;72;8;72.13333333;LCOL;SI;45879;0.5;34;22;34.36666667;72;9;72.15;-34.36666667;-72.15;45879;0.604166667;182;;;150;2.5;2;S;1;112;VI;163.125;2610;;0;0;;0;0;;1044;0;0;LCOL;LCOL;LAN;LAN;PICHILEMU
COMERCIAL;45878;TIRANA II;0.347222222;TOMƒ;45881;0.291666667;TOMƒ;11;5;4;ARRASTRE;;10;8;2025;;34;22;34.36666667;72;8;72.13333333;LCOL;SI;45879;0.640277778;34;17;34.28333333;72;8;72.13333333;-34.28333333;-72.13333333;45879;0.744444444;180;;;150;2.5;2;S;3;112;VI;148.125;2370;;0;0;;0;0;;948;0;0;LCOL;LCOL;LAN;LAN;PICHILEMU
COMERCIAL;45878;TIRANA II;0.347222222;TOMƒ;45881;0.291666667;TOMƒ;11;6;4;ARRASTRE;;10;8;2025;;34;17;34.28333333;72;8;72.13333333;LCOL;SI;45879;0.777777778;34;22;34.36666667;72;8;72.13333333;-34.36666667;-72.13333333;45879;0.902777778;180;;;160;2.666666667;2;S;3;112;VI;68.125;1090;;0;0;;0;0;;409;0;0;LCOL;LCOL;LAN;LAN;PICHILEMU
COMERCIAL;45878;TIRANA II;0.347222222;TOMƒ;45881;0.291666667;TOMƒ;11;7;4;ARRASTRE;;10;8;2025;;34;22;34.36666667;72;8;72.13333333;LCOL;SI;45879;0.931944444;34;18;34.3;72;8;72.13333333;-34.3;-72.13333333;45880;0.033333333;186;;;146;2.433333333;2;S;3;112;VI;79.375;1270;;0;0;;0;0;;522;0;0;LCOL;LCOL;LAN;LAN;PICHILEMU
COMERCIAL;45885;TIRANA II;0.006944444;TOMƒ;45888;0.1875;TOMƒ;14;1;4;ARRASTRE;;16;8;2025;;34;22;34.36666667;72;8;72.13333333;LCOL;SI;45885;0.811111111;34;17;34.28333333;72;9;72.15;-34.28333333;-72.15;45885;0.916666667;183;FANGO;11.3;152;2.533333333;2;CALMA;;112;VI;91.875;1470;;0;0;;0;0;;580;0;0;LCOL;LCOL;LAN;LAN;PICHILEMU
COMERCIAL;45884;LONQUIMAY;0.233333333;TOMƒ;45886;0.885416667;SAN ANTONIO;13;1;4;ARRASTRE;;16;8;2025;;34;15;34.25;72;9;72.15;LCOL;SI;45885;0.056944444;34;19;34.31666667;72;8;72.13333333;-34.31666667;-72.13333333;45885;0.144444444;186;;10.9;126;2.1;2;NNW;;112;VI;69;1104;;0;0;;0;0;;526;0;0;LCOL;LCOL;LAN;LAN;PICHILEMU
COMERCIAL;45884;LONQUIMAY;0.233333333;TOMƒ;45886;0.885416667;SAN ANTONIO;13;3;4;ARRASTRE;;16;8;2025;;34;15;34.25;72;8;72.13333333;LCOL;SI;45885;0.347222222;34;18;34.3;72;8;72.13333333;-34.3;-72.13333333;45885;0.404166667;177;;10.9;82;1.366666667;2;CALMA;;112;VI;65;1040;;0;0;;0;0;;761;0;0;LCOL;LCOL;LAN;LAN;PICHILEMU
COMERCIAL;45884;LONQUIMAY;0.233333333;TOMƒ;45886;0.885416667;SAN ANTONIO;13;4;4;ARRASTRE;;16;8;2025;;34;21;34.35;72;8;72.13333333;LCOL;SI;45885;0.447222222;34;16;34.26666667;72;8;72.13333333;-34.26666667;-72.13333333;45885;0.557638889;180;;10.8;159;2.65;2;CALMA;;112;VI;126;2016;;0;0;;0;0;;761;0;0;LCOL;LCOL;LAN;LAN;PICHILEMU
COMERCIAL;45884;LONQUIMAY;0.233333333;TOMƒ;45886;0.885416667;SAN ANTONIO;13;5;4;ARRASTRE;;16;8;2025;;34;15;34.25;72;9;72.15;LCOL;SI;45885;0.596527778;34;21;34.35;72;8;72.13333333;-34.35;-72.13333333;45885;0.710416667;186;;10.8;164;2.733333333;2;CALMA;;112;VI;149;2384;;0;0;;0;0;;872;0;0;LCOL;LCOL;LAN;LAN;PICHILEMU
COMERCIAL;45884;LONQUIMAY;0.233333333;TOMƒ;45886;0.885416667;SAN ANTONIO;13;6;4;ARRASTRE;;16;8;2025;;34;22;34.36666667;72;8;72.13333333;LCOL;SI;45885;0.751388889;34;17;34.28333333;72;9;72.15;-34.28333333;-72.15;45885;0.848611111;190;;10.8;140;2.333333333;2;CALMA;;112;VI;85;1360;;0;0;;0;0;;583;0;0;LCOL;LCOL;LAN;LAN;PICHILEMU
COMERCIAL;45884;LONQUIMAY;0.233333333;TOMƒ;45886;0.885416667;SAN ANTONIO;13;8;4;ARRASTRE;;16;8;2025;;34;15;34.25;72;8;72.13333333;LCOL;SI;45885;0.988888889;34;19;34.31666667;72;8;72.13333333;-34.31666667;-72.13333333;45886;0.069444444;177;;10.9;116;1.933333333;2;CALMA;;112;VI;51;816;;0;0;;0;0;;422;0;0;LCOL;LCOL;LAN;LAN;PICHILEMU
COMERCIAL;45884;LONQUIMAY;0.233333333;TOMƒ;45886;0.885416667;SAN ANTONIO;13;10;4;ARRASTRE;;17;8;2025;;34;15;34.25;72;9;72.15;LCOL;SI;45886;0.26875;34;21;34.35;72;8;72.13333333;-34.35;-72.13333333;45886;0.391666667;185;FANGO-DURO;10.8;167;2.783333333;2;CALMA;;112;VI;145;2320;;0;0;;0;0;;834;0;0;LCOL;LCOL;LAN;LAN;PICHILEMU
COMERCIAL;45760;TIRANA II;0.291666667;TOMƒ;45762;0.0625;TOMƒ;10;3;4;ARRASTRE;;13;4;2025;;35;6;35.1;72;35;72.58333333;LCOL;SI;45760;0.877083333;35;3;35.05;72;34;72.56666667;-35.05;-72.56666667;45760;0.947916667;160;;10.8;102;1.7;2;S;4;113;VII;188.75;3020;;112.5;1800;;0;0;;1776;1059;0;LCOL/LAM;LCOL;LAM;LAN;ILOCA
COMERCIAL;45760;TIRANA II;0.291666667;TOMƒ;45762;0.0625;TOMƒ;10;4;4;ARRASTRE;;14;4;2025;;35;4;35.06666667;72;34;72.56666667;LCOL;SI;45761;0.019444444;35;1;35.01666667;72;32;72.53333333;-35.01666667;-72.53333333;45761;0.09375;160;;10.8;137;2.283333333;2;S;2;113;VII;225;3600;;139.375;2230;;0;0;;1577;977;0;LCOL/LAM;LCOL;LAM;LAN;ILOCA
COMERCIAL;45760;TIRANA II;0.291666667;TOMƒ;45762;0.0625;TOMƒ;10;5;4;ARRASTRE;;14;4;2025;;35;5;35.08333333;72;33;72.55;LCOL;SI;45761;0.175;35;2;35.03333333;72;33;72.55;-35.03333333;-72.55;45761;0.238194444;151;;10.8;91;1.516666667;2;S;3;113;VII;321.25;5140;;0;0;;0;0;;3389;0;0;LCOL;LCOL;LAN;LAN;ILOCA
COMERCIAL;45760;TIRANA II;0.291666667;TOMƒ;45762;0.0625;TOMƒ;10;6;4;ARRASTRE;;14;4;2025;;35;5;35.08333333;72;33;72.55;LCOL;SI;45761;0.361111111;35;2;35.03333333;72;33;72.55;-35.03333333;-72.55;45761;0.425694444;151;;10.7;93;1.55;2;N;3;113;VII;178.75;2860;;0;0;;0;0;;1845;0;0;LCOL;LCOL;LAN;LAN;ILOCA
COMERCIAL;45760;LONQUIMAY;0.308333333;TOMƒ;45762;0.145833333;TOMƒ;S/M;2;4;ARRASTRE;;13;4;2025;;35;7;35.11666667;72;36;72.6;LCOL;SI;45760;0.779861111;35;4;35.06666667;72;35;72.58333333;-35.06666667;-72.58333333;45760;0.842361111;168;;;90;1.5;2;;;113;VII;80;1280;;79;1264;;0;0;;853;843;0;LCOL/LAM;LCOL;LAM;LAN;ILOCA
COMERCIAL;45760;LONQUIMAY;0.308333333;TOMƒ;45762;0.145833333;TOMƒ;S/M;4;4;ARRASTRE;;14;4;2025;;35;5;35.08333333;72;34;72.56666667;LCOL;SI;45761;0.006944444;35;1;35.01666667;72;33;72.55;-35.01666667;-72.55;45761;0.093055556;158;;;124;2.066666667;2;;;113;VII;260;4160;;22;352;;0;0;;2013;170;0;LCOL/LAM;LCOL;LAM;LAN;ILOCA
COMERCIAL;45760;LONQUIMAY;0.308333333;TOMƒ;45762;0.145833333;TOMƒ;S/M;5;4;ARRASTRE;;14;4;2025;;35;1;35.01666667;72;33;72.55;LCOL;SI;45761;0.14375;35;5;35.08333333;72;34;72.56666667;-35.08333333;-72.56666667;45761;0.228472222;153;;;122;2.033333333;2;;;113;VII;140;2240;;134;2144;;0;0;;1102;1054;0;LCOL/LAM;LCOL;LAM;LAN;ILOCA
COMERCIAL;45760;LONQUIMAY;0.308333333;TOMƒ;45762;0.145833333;TOMƒ;S/M;6;4;ARRASTRE;;14;4;2025;;35;6;35.1;72;34;72.56666667;LCOL;SI;45761;0.354166667;35;3;35.05;72;33;72.55;-35.05;-72.55;45761;0.416666667;151;;;90;1.5;2;;;113;VII;22;352;;0;0;;0;0;;235;0;0;LCOL;LCOL;LAN;LAN;ILOCA
COMERCIAL;45790;TIRANA II;0.673611111;TOMƒ;45792;0.1875;TOMƒ;S/M;2;4;ARRASTRE;;14;5;2025;;35;6;35.1;72;36;72.6;LCOL;SI;45791;0.25;35;2;35.03333333;72;37;72.61666667;-35.03333333;-72.61666667;45791;0.343055556;180;;;134;2.233333333;2;S;2;113;VII;337.5;5400;;0;0;;0;0;;2418;0;0;LCOL;LCOL;LAN;LAN;ILOCA
COMERCIAL;45790;TIRANA II;0.673611111;TOMƒ;45792;0.1875;TOMƒ;S/M;3;4;ARRASTRE;;14;5;2025;;35;2;35.03333333;72;36;72.6;LCOL;SI;45791;0.379861111;35;5;35.08333333;72;35;72.58333333;-35.08333333;-72.58333333;45791;0.463194444;179;;;120;2;2;S;4;113;VII;337.5;5400;;0;0;;0;0;;2700;0;0;LCOL;LCOL;LAN;LAN;ILOCA
COMERCIAL;45790;TIRANA II;0.673611111;TOMƒ;45792;0.1875;TOMƒ;S/M;4;4;ARRASTRE;;14;5;2025;;35;6;35.1;72;36;72.6;LCOL;SI;45791;0.502083333;35;2;35.03333333;72;35;72.58333333;-35.03333333;-72.58333333;45791;0.590277778;179;;;127;2.116666667;2;S;4;113;VII;472.5;7560;;0;0;;0;0;;3572;0;0;LCOL;LCOL;LAN;LAN;ILOCA
COMERCIAL;45791;ANTARES;0.703472222;TOMƒ;45793;0.243055556;TOMƒ;S/M;1;4;ARRASTRE;;15;5;2025;;35;8;35.13333333;72;35;72.58333333;LCOL;SI;45792;0.122916667;35;5;35.08333333;72;34;72.56666667;-35.08333333;-72.56666667;45792;0.20625;158;;;120;2;2;SW;10;113;VII;180;2880;;0;0;;0;0;;1440;0;0;LCOL;LCOL;LAN;LAN;ILOCA
COMERCIAL;45791;ANTARES;0.703472222;TOMƒ;45793;0.243055556;TOMƒ;S/M;2;4;ARRASTRE;;15;5;2025;;35;8;35.13333333;72;34;72.56666667;LCOL;SI;45792;0.233333333;35;1;35.01666667;72;33;72.55;-35.01666667;-72.55;45792;0.323611111;153;;;130;2.166666667;2;SW;10;113;VII;414;6624;;0;0;;0;0;;3057;0;0;LCOL;LCOL;LAN;LAN;ILOCA
COMERCIAL;45791;ANTARES;0.703472222;TOMƒ;45793;0.243055556;TOMƒ;S/M;3;4;ARRASTRE;;15;5;2025;;35;5;35.08333333;72;34;72.56666667;LCOL;SI;45792;0.397222222;35;1;35.01666667;72;32;72.53333333;-35.01666667;-72.53333333;45792;0.484027778;153;;;125;2.083333333;2;SW;5;113;VII;385;6160;;0;0;;0;0;;2957;0;0;LCOL;LCOL;LAN;LAN;ILOCA
COMERCIAL;45791;ANTARES;0.703472222;TOMƒ;45793;0.243055556;TOMƒ;S/M;4;4;ARRASTRE;;15;5;2025;;35;5;35.08333333;72;34;72.56666667;LCOL;SI;45792;0.54375;35;1;35.01666667;72;33;72.55;-35.01666667;-72.55;45792;0.634027778;155;;;130;2.166666667;2;SW;5;113;VII;434;6944;;0;0;;0;0;;3205;0;0;LCOL;LCOL;LAN;LAN;ILOCA
COMERCIAL;45791;LONQUIMAY;0.783333333;TOMƒ;45793;0.416666667;TOMƒ;S/M;1;4;ARRASTRE;;15;5;2025;;35;6;35.1;72;34;72.56666667;LCOL;SI;45792;0.21875;35;2;35.03333333;72;33;72.55;-35.03333333;-72.55;45792;0.311111111;153;;;133;2.216666667;2;;;113;VII;180;2880;;0;0;;0;0;;1299;0;0;LCOL;LCOL;LAN;LAN;ILOCA
COMERCIAL;45791;LONQUIMAY;0.783333333;TOMƒ;45793;0.416666667;TOMƒ;S/M;3;4;ARRASTRE;;15;5;2025;;35;6;35.1;72;34;72.56666667;LCOL;SI;45792;0.471527778;35;1;35.01666667;72;32;72.53333333;-35.01666667;-72.53333333;45792;0.595138889;155;FANGO;11.1;178;2.966666667;2;;;113;VII;173;2768;;0;0;;0;0;;933;0;0;LCOL;LCOL;LAN;LAN;ILOCA
COMERCIAL;45791;LONQUIMAY;0.783333333;TOMƒ;45793;0.416666667;TOMƒ;S/M;4;4;ARRASTRE;;15;5;2025;;35;0;35;72;32;72.53333333;LCOL;SI;45792;0.626388889;35;5;35.08333333;72;34;72.56666667;-35.08333333;-72.56666667;45792;0.626388889;153;;;174;2.9;2;;;113;VII;235;3760;;0;0;;0;0;;1297;0;0;LCOL;LCOL;LAN;LAN;ILOCA
COMERCIAL;45791;LONQUIMAY;0.783333333;TOMƒ;45793;0.416666667;TOMƒ;S/M;5;4;ARRASTRE;;15;5;2025;;35;5;35.08333333;72;34;72.56666667;LCOL;SI;45792;0.779166667;34;59;34.98333333;72;32;72.53333333;-34.98333333;-72.53333333;45792;0.902777778;153;;;178;2.966666667;2;;;113;VII;221;3536;;0;0;;0;0;;1192;0;0;LCOL;LCOL;LAN;LAN;ILOCA
COMERCIAL;45795;TIRANA II;0.631944444;TOMƒ;45797;0.322916667;TOMƒ;11;1;4;ARRASTRE;;19;5;2025;;35;7;35.11666667;72;34;72.56666667;LCOL;SI;45796;0.229166667;35;3;35.05;72;33;72.55;-35.05;-72.55;45796;0.3125;154;;;120;2;2;SW;4;113;VII;280;4480;;0;0;;0;0;;2240;0;0;LCOL;LCOL;LAN;LAN;ILOCA
COMERCIAL;45795;TIRANA II;0.631944444;TOMƒ;45797;0.322916667;TOMƒ;11;3;4;ARRASTRE;;19;5;2025;;35;5;35.08333333;72;36;72.6;LCOL;SI;45796;0.474305556;35;1;35.01666667;72;33;72.55;-35.01666667;-72.55;45796;0.576388889;160;;;147;2.45;2;CALMA;;113;VII;140.625;2250;;135.625;2170;;0;0;;918;886;0;LCOL/LAM;LCOL;LAM;LAN;ILOCA
COMERCIAL;45804;ALTAIR I;0.747916667;TOMƒ;45806;0.256944444;TOMƒ;16;1;4;ARRASTRE;;28;5;2025;;35;9;35.15;72;36;72.6;LCOL;SI;45805;0.196527778;35;5;35.08333333;72;35;72.58333333;-35.08333333;-72.58333333;45805;0.307638889;150;;;159;2.65;2;SW;3;113;VII;275;4400;;6.875;110;;0;0;;1660;42;0;LCOL/LAM;LCOL;LAM;LAN;ILOCA
COMERCIAL;45804;ALTAIR I;0.747916667;TOMƒ;45806;0.256944444;TOMƒ;16;2;4;ARRASTRE;;28;5;2025;;35;7;35.11666667;72;34;72.56666667;LCOL;SI;45805;0.347222222;35;3;35.05;72;31;72.51666667;-35.05;-72.51666667;45805;0.466666667;152;;;172;2.866666667;2;SW;3;113;VII;370;5920;;8.125;130;;0;0;;2065;45;0;LCOL/LAM;LCOL;LAM;LAN;ILOCA
COMERCIAL;45804;TIRANA II;0.777777778;TOMƒ;45806;0.506944444;TOMƒ;S/M;1;4;ARRASTRE;;28;5;2025;;35;9;35.15;72;35;72.58333333;LCOL;SI;45805;0.265972222;35;5;35.08333333;72;34;72.56666667;-35.08333333;-72.56666667;45805;0.349305556;158;FANGO-DURO;11.5;120;2;2;SSW;12;113;VII;276.25;4420;;33.75;540;;0;0;;2210;270;0;LCOL/LAM;LCOL;LAM;LAN;ILOCA
COMERCIAL;45804;TIRANA II;0.777777778;TOMƒ;45806;0.506944444;TOMƒ;S/M;2;4;ARRASTRE;;28;5;2025;;35;7;35.11666667;72;34;72.56666667;LCOL;SI;45805;0.416666667;35;2;35.03333333;72;32;72.53333333;-35.03333333;-72.53333333;45805;0.527777778;155;;;160;2.666666667;2;SSW;18;113;VII;281.25;4500;;45;720;;0;0;;1688;270;0;LCOL/LAM;LCOL;LAM;LAN;ILOCA
COMERCIAL;45804;TIRANA II;0.777777778;TOMƒ;45806;0.506944444;TOMƒ;S/M;3;4;ARRASTRE;;28;5;2025;;35;7;35.11666667;72;35;72.58333333;LCOL;SI;45805;0.638888889;35;2;35.03333333;72;33;72.55;-35.03333333;-72.55;45805;0.756944444;156;;;170;2.833333333;2;SSW;20;113;VII;502.5;8040;;67.5;1080;;0;0;;2838;381;0;LCOL/LAM;LCOL;LAM;LAN;ILOCA
COMERCIAL;45808;ALTAIR I;0.43125;TOMƒ;45810;0.097222222;TOMƒ;1;1;4;ARRASTRE;;31;5;2025;;35;7;35.11666667;72;35;72.58333333;LCOL;SI;45808;0.879166667;35;2;35.03333333;72;35;72.58333333;-35.03333333;-72.58333333;45808;0.943055556;157;;;152;2.533333333;2;SW;4;113;VII;341.875;5470;;0;0;;0;0;;2159;0;0;LCOL;LCOL;LAN;LAN;ILOCA
COMERCIAL;45808;ALTAIR I;0.43125;TOMƒ;45810;0.097222222;TOMƒ;1;3;4;ARRASTRE;;1;6;2025;;35;6;35.1;72;34;72.56666667;LCOL;SI;45809;0.171527778;35;2;35.03333333;72;32;72.53333333;-35.03333333;-72.53333333;45809;0.268055556;156;;;139;2.316666667;2;SW;3;113;VII;278.75;4460;;0;0;;0;0;;1925;0;0;LCOL;LCOL;LAN;LAN;ILOCA
COMERCIAL;45808;ALTAIR I;0.43125;TOMƒ;45810;0.097222222;TOMƒ;1;4;4;ARRASTRE;;1;6;2025;;35;0;35;72;31;72.51666667;LCOL;SI;45809;0.306944444;35;5;35.08333333;72;33;72.55;-35.08333333;-72.55;45809;0.425694444;155;;;170;2.833333333;2;SW;3;113;VII;312.5;5000;;0;0;;0;0;;1765;0;0;LCOL;LCOL;LAN;LAN;ILOCA
COMERCIAL;45808;ALTAIR I;0.43125;TOMƒ;45810;0.097222222;TOMƒ;1;5;4;ARRASTRE;;1;6;2025;;35;3;35.05;72;32;72.53333333;LCOL;SI;45809;0.491666667;35;5;35.08333333;72;32;72.53333333;-35.08333333;-72.53333333;45809;0.570833333;154;ARENA-FANGO;11.4;114;1.9;2;SW;3;113;VII;216.875;3470;;0;0;;0;0;;1826;0;0;LCOL;LCOL;LAN;LAN;ILOCA
COMERCIAL;45808;TIRANA II;0.416666667;TOMƒ;45810;0.111111111;TOMƒ;S/M;2;4;ARRASTRE;;31;5;2025;;35;6;35.1;72;34;72.56666667;LCOL;SI;45808;0.996527778;35;2;35.03333333;72;33;72.55;-35.03333333;-72.55;45809;0.083333333;156;;;125;2.083333333;2;S;4;113;VII;355;5680;;0;0;;0;0;;2726;0;0;LCOL;LCOL;LAN;LAN;ILOCA
COMERCIAL;45808;TIRANA II;0.416666667;TOMƒ;45810;0.111111111;TOMƒ;S/M;3;4;ARRASTRE;;1;6;2025;;35;1;35.01666667;72;33;72.55;LCOL;SI;45809;0.125;35;5;35.08333333;72;33;72.55;-35.08333333;-72.55;45809;0.210416667;154;;;123;2.05;2;SW;4;113;VII;276.25;4420;;0;0;;0;0;;2156;0;0;LCOL;LCOL;LAN;LAN;ILOCA
COMERCIAL;45808;TIRANA II;0.416666667;TOMƒ;45810;0.111111111;TOMƒ;S/M;4;4;ARRASTRE;;1;6;2025;;35;5;35.08333333;72;34;72.56666667;LCOL;SI;45809;0.263888889;35;1;35.01666667;72;33;72.55;-35.01666667;-72.55;45809;0.354166667;154;;;130;2.166666667;2;SW;3;113;VII;400;6400;;0;0;;0;0;;2954;0;0;LCOL;LCOL;LAN;LAN;ILOCA
COMERCIAL;45808;TIRANA II;0.416666667;TOMƒ;45810;0.111111111;TOMƒ;S/M;5;4;ARRASTRE;;1;6;2025;;35;3;35.05;72;33;72.55;LCOL;SI;45809;0.5;35;5;35.08333333;72;33;72.55;-35.08333333;-72.55;45809;0.541666667;154;;;60;1;2;S;1;113;VII;165.625;2650;;0;0;;0;0;;2650;0;0;LCOL;LCOL;LAN;LAN;ILOCA
COMERCIAL;45809;ANTARES;0.395833333;TOMƒ;45810;0.958333333;TOMƒ;2;1;4;ARRASTRE;;1;6;2025;;35;5;35.08333333;72;34;72.56666667;LCOL;SI;45809;0.822222222;35;3;35.05;72;33;72.55;-35.05;-72.55;45809;0.885416667;153;FANGO-LAJA;10.9;91;1.516666667;2;SW;10;113;VII;124;1984;;0;0;;0;0;;1308;0;0;LCOL;LCOL;LAN;LAN;ILOCA
COMERCIAL;45809;ANTARES;0.395833333;TOMƒ;45810;0.958333333;TOMƒ;2;2;4;ARRASTRE;;1;6;2025;;35;3;35.05;72;33;72.55;LCOL;SI;45809;0.91875;34;59;34.98333333;72;31;72.51666667;-34.98333333;-72.51666667;45810;0.0125;151;;;135;2.25;2;SW;10;113;VII;331;5296;;0;0;;0;0;;2354;0;0;LCOL;LCOL;LAN;LAN;ILOCA
COMERCIAL;45809;ANTARES;0.395833333;TOMƒ;45810;0.958333333;TOMƒ;2;3;4;ARRASTRE;;2;6;2025;;34;58;34.96666667;72;30;72.5;LCOL;SI;45810;0.052083333;35;1;35.01666667;72;32;72.53333333;-35.01666667;-72.53333333;45810;0.149305556;148;;;140;2.333333333;2;CALMA;;113;VII;300;4800;;0;0;;0;0;;2057;0;0;LCOL;LCOL;LAN;LAN;ILOCA
COMERCIAL;45809;ANTARES;0.395833333;TOMƒ;45810;0.958333333;TOMƒ;2;4;4;ARRASTRE;;2;6;2025;;35;1;35.01666667;72;32;72.53333333;LCOL;SI;45810;0.191666667;34;57;34.95;72;29;72.48333333;-34.95;-72.48333333;45810;0.291666667;149;;;144;2.4;2;CALMA;;113;VII;340;5440;;0;0;;0;0;;2267;0;0;LCOL;LCOL;LAN;LAN;ILOCA
COMERCIAL;45809;ANTARES;0.395833333;TOMƒ;45810;0.958333333;TOMƒ;2;5;4;ARRASTRE;;2;6;2025;;34;57;34.95;72;29;72.48333333;LCOL;SI;45810;0.370138889;34;59;34.98333333;72;31;72.51666667;-34.98333333;-72.51666667;45810;0.440277778;148;;;101;1.683333333;2;CALMA;;113;VII;340;5440;;0;0;;0;0;;3232;0;0;LCOL;LCOL;LAN;LAN;ILOCA
COMERCIAL;45809;LONQUIMAY;0.398611111;TOMƒ;45811;0.059027778;TOMƒ;S/M;1;4;ARRASTRE;;1;6;2025;;35;8;35.13333333;72;34;72.56666667;LCOL;SI;45809;0.820833333;35;4;35.06666667;72;34;72.56666667;-35.06666667;-72.56666667;45809;0.904166667;155;;;120;2;2;;;113;VII;215;3440;;0;0;;0;0;;1720;0;0;LCOL;LCOL;LAN;LAN;ILOCA
COMERCIAL;45809;LONQUIMAY;0.398611111;TOMƒ;45811;0.059027778;TOMƒ;S/M;2;4;ARRASTRE;;1;6;2025;;35;3;35.05;72;33;72.55;LCOL;SI;45809;0.935416667;35;4;35.06666667;72;34;72.56666667;-35.06666667;-72.56666667;45810;0.029166667;154;FANGO;11.2;135;2.25;2;;;113;VII;208;3328;;0;0;;0;0;;1479;0;0;LCOL;LCOL;LAN;LAN;ILOCA
COMERCIAL;45809;LONQUIMAY;0.398611111;TOMƒ;45811;0.059027778;TOMƒ;S/M;3;4;ARRASTRE;;2;6;2025;;35;4;35.06666667;72;34;72.56666667;LCOL;SI;45810;0.059027778;35;5;35.08333333;72;33;72.55;-35.08333333;-72.55;45810;0.150694444;155;;;132;2.2;2;;;113;VII;122;1952;;0;0;;0;0;;887;0;0;LCOL;LCOL;LAN;LAN;ILOCA
COMERCIAL;45809;LONQUIMAY;0.398611111;TOMƒ;45811;0.059027778;TOMƒ;S/M;4;4;ARRASTRE;;2;6;2025;;35;4;35.06666667;72;33;72.55;LCOL;SI;45810;0.184027778;34;59;34.98333333;72;31;72.51666667;-34.98333333;-72.51666667;45810;0.290972222;151;;;154;2.566666667;2;;;113;VII;258;4128;;0;0;;0;0;;1608;0;0;LCOL;LCOL;LAN;LAN;ILOCA
COMERCIAL;45809;LONQUIMAY;0.398611111;TOMƒ;45811;0.059027778;TOMƒ;S/M;5;4;ARRASTRE;;2;6;2025;;34;59;34.98333333;72;31;72.51666667;LCOL;SI;45810;0.325694444;35;0;35;72;32;72.53333333;-35;-72.53333333;45810;0.425;153;;;142;2.366666667;2;;;113;VII;392;6272;;0;0;;0;0;;2650;0;0;LCOL;LCOL;LAN;LAN;ILOCA
COMERCIAL;45816;ANTARES;0.3125;TOMƒ;45817;0.986111111;TOMƒ;7;2;4;ARRASTRE;;8;6;2025;;35;2;35.03333333;72;32;72.53333333;LCOL;SI;45816;0.840972222;34;59;34.98333333;72;30;72.5;-34.98333333;-72.5;45816;0.938194444;148;;;140;2.333333333;2;;;113;VII;341;5456;;0;0;;0;0;;2338;0;0;LCOL;LCOL;LAN;LAN;ILOCA
